Employe,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrMa0ger,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
RUTH ARMSTRONG,38,No,Travel_Rarely,Sales,1,1,Medical,1,1381,Male,2,Laboratory Technician,Single,176030,4,Y,16,8,0,12,0,8,0,7,1,4,4,2,3
ARMANDO MARACHA,32,No,Travel_Rarely,Research & Development,20,3,Medical,1,1382,Female,1,Manufacturing Director,Single,45810,3,Y,14,8,1,8,3,5,1,4,3,3,3,3,3
JIRO YAMAMOTO,27,No,Travel_Rarely,Research & Development,5,4,Medical,1,1383,Male,2,Healthcare Representative,Married,47350,0,Y,13,8,0,6,2,5,1,1,3,2,2,3,3
LOPE AVARICIO JR,19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1,1384,Male,2,Healthcare Representative,Single,41870,0,Y,22,8,1,1,4,0,0,0,3,1,4,3,4
TONII CATO,36,No,Travel_Frequently,Sales,25,3,Marketing,1,1385,Female,2,Research Director,Single,55050,4,Y,21,8,2,13,3,8,7,2,4,2,2,3,4
VICTOR FRENCH,30,No,Non-Travel,Sales,1,3,Medical,1,1386,Female,1,Sales Executive,Divorced,54700,1,Y,18,8,1,12,2,12,6,10,3,1,3,3,3
MELCHOR PICARDAL,45,No,Travel_Rarely,Research & Development,24,2,Medical,1,1387,Male,2,Sales Executive,Divorced,54760,4,Y,13,8,1,9,3,5,0,3,3,1,4,3,3
STEPHEN CASSIDY,56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1388,Male,4,Ma0ger,Divorced,25870,4,Y,12,8,0,19,2,2,2,2,3,1,3,2,3
COLLEEN FATOOH,33,No,Travel_Rarely,Research & Development,2,2,Medical,1,1389,Male,1,Sales Executive,Single,24400,0,Y,18,8,3,4,4,3,0,2,3,4,4,3,3
0NCY LEWIS,19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1390,Male,2,Sales Executive,Single,159720,1,Y,21,8,0,1,2,1,1,0,2,4,2,3,4
GORDON JUAN,46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,1391,Female,2,Laboratory Technician,Divorced,153790,1,Y,12,8,0,24,1,24,15,7,2,1,3,1,3
JO0THAN LOW,38,No,Travel_Rarely,Sales,4,4,Life Sciences,1,1392,Male,1,Manufacturing Director,Single,70820,1,Y,14,8,0,2,3,2,2,1,3,4,3,4,3
ROBERT BOHA0N,31,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1393,Male,2,Sales Representative,Married,27280,8,Y,11,8,0,7,3,4,0,2,3,4,3,4,3
JOHN APPLEGARTH,34,No,Travel_Rarely,Sales,9,3,Marketing,1,1394,Female,2,Ma0ger,Single,53680,2,Y,14,8,1,9,2,3,1,2,4,2,3,3,3
DAVID SAITZ,41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,1395,Male,5,Laboratory Technician,Single,53470,1,Y,24,8,1,4,1,4,0,2,2,2,2,3,4
NOEL BARRANTES,50,No,Travel_Rarely,Sales,19,4,Marketing,1,1396,Male,3,Sales Executive,Married,31950,2,Y,11,8,0,5,4,3,0,2,3,3,2,2,3
CHRIS SALAS,53,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1397,Male,1,Ma0ger,Divorced,39890,1,Y,13,8,0,5,2,4,1,3,4,1,3,3,3
VALERIE STEPHENSON-BOYD,33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1398,Male,1,Human Resources,Married,33060,1,Y,11,8,3,8,6,8,1,6,4,2,3,1,3
RAVINDER AULAKH,40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,1399,Female,2,Sales Executive,Married,70050,1,Y,20,8,2,21,2,20,9,9,4,3,3,3,4
TIMOTHY OBERZEIR,55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1,1400,Female,2,Laboratory Technician,Single,26550,8,Y,17,8,0,36,0,24,2,15,3,2,3,2,3
STEVE LIN,34,No,Travel_Frequently,Human Resources,7,4,Other,1,1401,Female,1,Research Scientist,Married,13930,1,Y,11,8,2,10,4,10,1,9,4,3,2,4,3
JEFFREY LEVIN,51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1,1402,Male,2,Sales Representative,Single,25700,3,Y,18,8,0,21,2,7,1,0,4,2,3,3,3
ANDREW MEEHAN,52,No,Travel_Rarely,Research & Development,2,4,Medical,1,1403,Female,2,Sales Representative,Married,35370,0,Y,11,8,1,34,3,33,11,9,3,3,3,3,3
SCOTT DARMSTADT,27,No,Travel_Rarely,Sales,15,3,Marketing,1,1404,Male,1,Research Scientist,Single,39860,1,Y,12,8,2,7,3,7,0,3,4,2,2,3,3
ADRIENNE SIMS,35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1405,Female,2,Research Director,Married,108830,3,Y,12,8,0,8,3,1,0,1,2,3,3,4,3
WINO0 MINDOLOVICH,43,No,Non-Travel,Research & Development,6,2,Medical,1,1406,Male,1,Healthcare Representative,Divorced,20280,4,Y,20,8,1,7,2,5,2,2,4,4,4,2,4
DAVID LESTER,45,No,Non-Travel,Research & Development,9,2,Medical,1,1407,Female,1,Sales Executive,Married,95250,9,Y,19,8,0,22,3,20,11,8,1,4,3,3,3
JEREMY SILVA,37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1408,Female,1,Research Scientist,Married,29290,1,Y,12,8,0,8,2,8,1,7,2,1,0,1,3
DOROTHY CHRISTIAN,35,No,Travel_Frequently,Research & Development,1,3,Other,1,1409,Male,2,Research Director,Single,22750,5,Y,13,8,0,10,2,6,1,2,2,2,3,4,3
MEREDITH FLORIAN,42,No,Non-Travel,Research & Development,1,1,Technical Degree,1,1410,Male,2,Sales Executive,Divorced,78790,2,Y,11,8,1,11,2,5,0,2,3,3,3,3,3
MICHAEL HARA,38,No,Travel_Rarely,Sales,8,2,Marketing,1,1411,Male,5,Research Scientist,Married,49300,9,Y,14,8,0,14,0,1,0,0,4,3,3,3,3
GEORGE PEREZ,38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1,1412,Female,1,Manufacturing Director,Married,78470,3,Y,14,8,1,9,3,7,1,7,4,4,1,4,3
JOEL SATO,27,No,Travel_Frequently,Research & Development,13,4,Medical,1,1413,Male,1,Ma0ger,Married,44010,5,Y,13,8,0,6,4,2,2,0,3,1,3,2,3
ERIC CARACCIOLO,49,No,Non-Travel,Research & Development,23,1,Other,1,1414,Female,2,Sales Executive,Divorced,92410,1,Y,19,8,1,7,5,7,1,7,4,4,3,3,3
CARLOS HOY,34,No,Travel_Frequently,Research & Development,7,2,Medical,1,1415,Male,4,Sales Representative,Divorced,29740,1,Y,23,8,0,5,2,5,2,0,4,3,4,3,4
PIERA WONG,40,No,Travel_Rarely,Research & Development,23,3,Medical,1,1416,Female,1,Laboratory Technician,Married,45020,8,Y,12,8,2,15,0,7,3,7,3,4,4,2,3
LUIS BELICE0,38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1,1417,Female,3,Research Scientist,Married,107480,7,Y,15,8,0,17,3,1,0,0,2,1,3,3,3
RICHARD ERNST,29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1,1418,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3
JASON CHERNISS,22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1419,Female,4,Healthcare Representative,Divorced,129360,1,Y,11,8,2,4,3,4,2,2,4,2,2,3,3
KYLE MERKINS,36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,1420,Female,2,Laboratory Technician,Single,23050,1,Y,17,8,0,8,3,8,1,7,2,4,3,3,3
STEPHANIE COHEN,40,No,Non-Travel,Research & Development,28,2,Life Sciences,1,1421,Male,1,Manufacturing Director,Married,167040,9,Y,22,8,0,5,2,3,0,2,4,4,1,4,4
ARLIN VANDERBILT,46,No,Travel_Rarely,Research & Development,25,1,Medical,1,1422,Male,5,Research Scientist,Divorced,34330,7,Y,18,8,0,17,3,4,0,3,4,1,3,3,3
LORGE QUANT,32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1,1423,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3
DAVID FALZON,30,No,Non-Travel,Research & Development,17,4,Life Sciences,1,1424,Male,2,Healthcare Representative,Single,64300,1,Y,12,8,1,12,2,11,5,8,3,3,3,2,3
DWIGHT HALL,27,No,Travel_Frequently,Research & Development,18,2,Medical,1,1425,Female,1,Laboratory Technician,Single,65160,1,Y,19,8,1,7,4,7,0,7,4,3,3,3,3
0RDA GILLESPIE,51,No,Travel_Rarely,Research & Development,2,1,Medical,1,1426,Female,1,Manufacturing Director,Married,39070,5,Y,13,8,0,16,2,10,4,7,2,2,1,3,3
SUSAN CHRISTIAN,30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1427,Female,2,Research Scientist,Single,55620,5,Y,13,8,0,8,3,5,0,4,4,1,3,2,3
J DEFILIPPO JR,41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1428,Male,2,Human Resources,Single,68830,3,Y,19,8,2,16,3,1,0,0,4,4,3,2,3
JAMES KOTTER,30,Yes,Travel_Frequently,Sales,3,2,Medical,1,1429,Male,2,Healthcare Representative,Single,28620,5,Y,14,8,0,9,2,6,0,1,3,1,2,2,3
CHANH TRAN,29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1430,Male,1,Sales Executive,Single,49780,0,Y,13,8,0,7,3,6,1,5,3,3,2,2,3
MICHAEL TURSI,45,No,Non-Travel,Research & Development,2,3,Medical,1,1431,Female,2,Research Scientist,Single,103680,6,Y,12,8,2,23,2,19,12,8,4,4,3,3,3
JOHN PAI JR.,54,No,Travel_Rarely,Sales,8,2,Marketing,1,1432,Female,2,Laboratory Technician,Married,61340,2,Y,19,8,0,16,2,6,0,5,4,1,3,2,3
NELSON RAMOS-JR,36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1433,Male,1,Healthcare Representative,Single,67350,8,Y,25,8,2,16,3,13,3,7,4,2,4,2,4
MARSHELL MCGEHEE,33,No,Travel_Rarely,Sales,9,1,Other,1,1434,Female,3,Sales Executive,Married,32950,6,Y,22,8,2,7,2,3,1,1,3,2,3,3,4
SHIRLEY BANKS,37,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1435,Male,2,Laboratory Technician,Divorced,52380,1,Y,15,8,1,10,5,10,0,7,2,4,3,3,3
STEVE VALLOTTON,38,No,Travel_Rarely,Research & Development,1,2,Medical,1,1436,Male,4,Laboratory Technician,Divorced,64720,0,Y,12,8,0,17,4,16,5,13,1,3,2,3,3
LEO0RDO OSIAS,31,No,Non-Travel,Sales,4,1,Medical,1,1437,Female,3,Research Scientist,Married,96100,0,Y,11,8,1,6,2,5,1,4,3,3,3,2,3
STEVE HILDEBRAND,59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,1438,Female,3,Ma0ger,Married,198330,3,Y,13,8,0,7,2,1,0,0,3,4,3,3,3
RICHARD QUESADA,37,No,Travel_Frequently,Sales,2,3,Marketing,1,1439,Female,2,Laboratory Technician,Divorced,97560,4,Y,19,8,0,13,2,9,5,8,1,4,3,3,3
STEPHEN OLMO,29,No,Travel_Frequently,Sales,15,4,Medical,1,1440,Female,1,Sales Executive,Married,49680,1,Y,19,8,3,11,4,11,4,1,2,4,3,3,3
SALVATORE TAORMI0,35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1,1441,Female,1,Sales Executive,Single,21450,1,Y,13,8,0,10,6,10,0,8,3,3,4,2,3
TI0 SEIBERT,29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1442,Female,1,Research Scientist,Single,21800,1,Y,21,8,0,4,2,4,0,1,3,4,2,3,4
ARTHUR GABAC,52,No,Travel_Rarely,Research & Development,1,2,Medical,1,1443,Female,4,Ma0ger,Single,83460,7,Y,14,8,0,6,5,2,2,2,3,4,2,3,3
JOHN CABA,42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1444,Female,2,Sales Executive,Married,34450,1,Y,11,8,2,22,2,22,11,15,3,4,3,3,3
MARY HANSELL,59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1445,Male,1,Healthcare Representative,Married,27600,8,Y,11,8,0,7,3,2,2,2,2,3,2,4,3
EDDIE HAGAN,50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,1446,Male,2,Sales Executive,Divorced,62940,3,Y,23,8,1,32,2,7,0,6,4,4,2,4,4
DOUGLAS MANGUIAT,33,Yes,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5,Y,21,8,0,8,2,5,0,4,3,4,1,2,4
MICHAEL MONTERO,43,No,Travel_Rarely,Sales,1,3,Marketing,1,1448,Female,2,Manufacturing Director,Married,29320,5,Y,24,8,0,22,3,17,1,9,4,4,3,3,4
MICHAEL FERRARA,33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,1449,Male,2,Ma0ger,Married,51470,7,Y,11,8,0,13,2,9,1,7,1,1,4,3,3
JOSEPH MCCLOSKEY,52,No,Non-Travel,Research & Development,2,3,Technical Degree,1,1450,Male,1,Sales Executive,Single,45070,1,Y,14,8,0,33,3,33,15,12,1,3,4,2,3
JON DEL BINO,32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1,1451,Female,3,Manufacturing Director,Married,85640,2,Y,16,8,1,6,2,4,1,2,3,2,3,2,3
CLIFF CHIU,32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,1452,Male,3,Healthcare Representative,Single,24680,0,Y,11,8,0,4,2,3,1,2,4,3,1,3,3
MORGEN ELIZABETHCHILD,39,No,Travel_Rarely,Sales,26,4,Life Sciences,1,1453,Male,2,Research Director,Divorced,81610,7,Y,12,8,1,7,2,3,1,2,3,3,3,4,3
JEFFREY WONG,32,No,Non-Travel,Sales,2,4,Marketing,1,1454,Male,4,Research Scientist,Married,21090,0,Y,13,8,1,4,3,3,2,2,3,4,3,2,3
RAYMOND LEE,41,No,Travel_Rarely,Sales,29,3,Life Sciences,1,1455,Female,2,Laboratory Technician,Divorced,52940,2,Y,15,8,0,17,3,1,0,0,3,1,2,2,3
PAMELA SWEDLOW,40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1456,Male,1,Manufacturing Director,Divorced,27180,1,Y,14,8,1,9,4,9,4,7,1,4,3,2,3
GAVIN MARCONI,45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1,1457,Female,2,Sales Representative,Married,58110,0,Y,14,8,0,25,4,24,1,7,3,4,3,2,3
ALLYN LUENOW,31,No,Travel_Frequently,Research & Development,7,4,Medical,1,1458,Male,1,Research Scientist,Divorced,24370,9,Y,14,8,1,9,3,2,2,2,2,3,3,4,3
MARTHA JUAREZ,33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1459,Female,1,Sales Executive,Married,27660,1,Y,12,8,1,2,2,2,0,2,3,4,2,3,3
DAVID RUSSELL,34,No,Travel_Rarely,Research & Development,26,3,Other,1,1460,Female,1,Sales Executive,Married,190380,6,Y,13,8,0,13,3,11,5,9,4,1,3,2,3
PHILIP SECONDEZ,37,No,Travel_Rarely,Research & Development,22,5,Medical,1,1461,Female,2,Manufacturing Director,Married,30550,2,Y,14,8,3,17,3,3,0,2,3,1,2,3,3
ROBERT MOSER,45,No,Travel_Frequently,Sales,21,1,Marketing,1,1462,Male,3,Research Scientist,Married,22890,4,Y,13,8,0,9,3,3,0,2,1,3,3,2,3
CATHERINE CHUKU,37,Yes,Travel_Frequently,Sales,2,3,Marketing,1,1463,Male,1,Laboratory Technician,Divorced,40010,6,Y,11,8,1,17,2,1,0,0,1,3,3,3,3
THOMAS FELEDY,39,No,Travel_Frequently,Research & Development,22,3,Medical,1,1464,Female,1,Manufacturing Director,Single,129650,0,Y,19,8,1,20,2,19,11,8,3,3,3,3,3
DOMINIC OTTOBONI,29,No,Travel_Rarely,Sales,4,3,Other,1,1465,Female,2,Human Resources,Single,35390,1,Y,18,8,0,6,2,6,1,5,3,4,3,2,3
MICHAEL LA,42,No,Travel_Rarely,Research & Development,5,4,Medical,1,1466,Female,1,Research Scientist,Single,60290,3,Y,17,8,1,10,5,3,0,2,4,1,3,3,3
NEAL JAYMES,29,No,Travel_Rarely,Research & Development,2,4,Medical,1,1467,Male,1,Laboratory Technician,Divorced,26790,2,Y,15,8,0,10,2,3,0,2,4,4,3,2,3
CLIFTON WONG,25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1468,Male,2,Sales Executive,Married,37020,0,Y,20,8,0,5,4,4,1,2,1,3,3,3,4
CAROL TANIGUCHI,42,No,Travel_Rarely,Sales,18,2,Medical,1,1469,Male,1,Laboratory Technician,Divorced,23980,0,Y,14,8,1,10,2,9,7,8,4,0,3,2,3
JASON SAWYER,40,No,Travel_Rarely,Research & Development,28,3,Medical,1,1470,Male,2,Laboratory Technician,Divorced,54680,0,Y,12,8,0,22,6,21,3,9,1,3,3,4,3
REGI0 MORLEY,51,No,Travel_Rarely,Sales,6,2,Life Sciences,1,1471,Female,1,Healthcare Representative,Married,131160,1,Y,11,8,0,1,6,1,0,0,3,4,0,3,3
TOD STEPHENSON,31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,1472,Female,1,Research Scientist,Single,41890,0,Y,23,8,1,6,3,5,1,4,3,2,4,2,4
DON0 KOTAKE,32,No,Travel_Frequently,Research & Development,17,4,Other,1,1473,Male,4,Sales Executive,Married,193280,1,Y,15,8,3,5,2,5,0,3,2,2,1,3,3
LEO0RD CALDERA,38,No,Non-Travel,Research & Development,2,5,Life Sciences,1,1474,Male,3,Human Resources,Married,83210,3,Y,11,8,3,13,5,8,7,5,4,4,3,2,3
GEORGE SMITH,32,No,Travel_Rarely,Research & Development,10,1,Medical,1,1475,Male,1,Sales Executive,Single,23420,4,Y,12,8,2,9,2,6,0,4,4,1,3,3,3
ANGELA ROMERO,46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1476,Female,4,Research Director,Married,40710,3,Y,13,8,0,28,5,7,7,7,3,2,2,3,3
JOSEPH BEAM,28,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1477,Male,2,Sales Executive,Single,58130,2,Y,20,8,1,5,2,0,0,0,0,3,1,3,4
MARGARITA HILL,29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,1478,Male,2,Sales Executive,Married,31430,2,Y,22,8,3,10,2,0,0,0,1,2,3,3,4
SUK CHUNG,31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1479,Male,3,Laboratory Technician,Married,20440,0,Y,21,8,0,10,2,9,7,8,2,4,3,3,4
TIMOTHY KIELY,25,No,Non-Travel,Research & Development,7,4,Medical,1,1480,Female,4,Laboratory Technician,Divorced,134640,1,Y,13,8,1,6,2,6,1,5,2,1,3,3,3
ALEXANDER UNTALAN,45,No,Travel_Rarely,Research & Development,17,2,Medical,1,1481,Male,2,Laboratory Technician,Married,79910,0,Y,13,8,2,21,2,20,4,10,3,4,3,2,3
BRETT EVART,36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,1,1482,Male,1,Laboratory Technician,Married,33770,0,Y,12,8,2,16,2,15,10,11,4,4,3,3,3
JOE LUI,55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,1483,Female,1,Sales Executive,Single,55380,0,Y,17,8,0,37,2,36,4,13,4,1,3,3,3
PERRY LAW,47,Yes,Non-Travel,Research & Development,1,1,Medical,1,1484,Male,1,Research Scientist,Married,57620,1,Y,11,8,2,10,4,10,9,9,1,2,2,2,3
LESLIE HOLPIT,28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1485,Male,1,Manufacturing Director,Married,25920,1,Y,14,8,0,5,2,5,0,4,4,4,2,3,3
MICHAEL NEVIN JR,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1486,Male,2,Healthcare Representative,Married,53460,4,Y,11,8,0,7,2,5,0,1,3,4,4,3,3
PETER P X LI,21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1487,Male,1,Laboratory Technician,Single,42130,1,Y,12,8,3,3,3,3,1,0,4,3,4,2,3
IVY FINE,37,No,Non-Travel,Research & Development,1,3,Medical,1,1488,Male,2,Sales Executive,Divorced,41270,2,Y,13,8,1,15,2,5,0,2,1,4,3,3,3
LUCRETIA BOLIN,35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,1489,Male,1,Sales Representative,Divorced,24380,7,Y,16,8,0,10,5,7,6,2,2,2,2,2,3
TERRI ELLENBERG,38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1490,Female,1,Ma0ger,Divorced,68700,1,Y,11,8,1,8,5,8,7,7,1,1,3,3,3
JOSE PUBILL,26,No,Travel_Frequently,Research & Development,1,4,Other,1,1491,Male,2,Laboratory Technician,Divorced,104470,1,Y,18,8,0,6,3,6,1,4,3,2,1,3,3
BAQIR HUSSAIN,50,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1492,Male,1,Research Scientist,Divorced,96670,3,Y,23,8,0,28,2,10,1,6,1,2,2,2,4
CHRISTOPHER HEUERMAN,53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,1493,Female,2,Research Scientist,Married,21480,3,Y,11,8,0,21,2,5,1,3,3,3,2,3,3
LUKE MARTIN,42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1494,Male,1,Manufacturing Director,Married,89260,1,Y,14,8,0,20,4,20,11,6,2,3,3,1,3
JAMES GRANT,29,No,Travel_Frequently,Research & Development,16,4,Medical,1,1495,Male,1,Laboratory Technician,Single,65130,1,Y,11,8,1,10,2,10,0,9,2,4,2,3,3
TRACY BOES,55,No,Travel_Rarely,Research & Development,1,4,Other,1,1496,Female,1,Research Scientist,Married,67990,3,Y,11,8,0,12,2,10,0,8,2,4,3,3,3
JOSEPH TOOMEY,26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,1497,Female,1,Ma0ger,Married,162910,1,Y,22,8,0,5,3,5,3,3,1,1,3,3,4
JOHN GRANT,37,No,Travel_Rarely,Sales,5,1,Marketing,1,1498,Male,1,Research Scientist,Single,27050,1,Y,11,8,0,17,2,17,5,7,4,4,3,3,3
STEPHEN GONZALES,44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1499,Male,2,Research Scientist,Divorced,103330,3,Y,14,8,1,19,2,1,0,0,4,3,1,2,3
ALEJANDRO CORTES,38,No,Travel_Rarely,Sales,2,3,Marketing,1,1500,Female,1,Ma0ger,Divorced,44480,9,Y,12,8,0,10,3,2,1,2,4,4,3,2,3
COLLEEN BALES,26,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,1501,Male,3,Research Scientist,Divorced,68540,2,Y,11,8,0,5,5,3,0,2,1,2,3,2,3
MARI0 CHACON,28,No,Travel_Rarely,Research & Development,7,3,Other,1,1502,Male,1,Human Resources,Single,96370,1,Y,13,8,0,5,6,5,0,2,4,4,3,2,3
RYAN CROSBY,49,No,Travel_Frequently,Research & Development,1,1,Medical,1,1503,Female,2,Research Scientist,Single,35910,9,Y,13,8,0,22,2,3,1,2,3,1,3,3,3
JULIAN HILL,36,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1504,Male,3,Sales Executive,Single,54050,4,Y,14,8,0,10,2,8,7,7,3,2,3,3,3
JAMES TRAIL,31,No,Travel_Frequently,Research & Development,9,4,Medical,1,1505,Male,1,Sales Executive,Divorced,46840,1,Y,16,8,1,2,4,2,2,2,4,2,2,3,3
WILLIAM GUNN,26,Yes,Travel_Rarely,Research & Development,8,3,Medical,1,1506,Male,2,Ma0ger,Single,157870,1,Y,12,8,2,8,5,8,7,4,4,4,3,3,3
GLORIA CORNEJO,37,No,Travel_Frequently,Sales,9,1,Marketing,1,1507,Male,1,Laboratory Technician,Married,15140,1,Y,14,8,0,4,3,4,1,2,2,4,2,3,3
RENE AREVALO,42,No,Travel_Frequently,Sales,2,2,Marketing,1,1508,Male,3,Research Director,Married,29560,5,Y,13,8,0,23,2,20,4,8,3,2,4,3,3
JAMES PINEDA,18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1509,Male,1,Sales Executive,Single,23350,1,Y,14,8,2,0,3,0,0,0,3,3,3,2,3
CELERI0 HERRERA,35,No,Travel_Rarely,Sales,20,2,Life Sciences,1,1510,Male,1,Laboratory Technician,Married,51540,0,Y,19,8,0,12,2,11,6,9,3,2,2,2,3
ELIZABETH JACOBI,36,No,Travel_Frequently,Research & Development,8,3,Other,1,1511,Female,3,Sales Executive,Married,69620,4,Y,12,8,2,4,2,1,0,0,3,4,3,2,3
DAVID RITTER,51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1512,Male,2,Laboratory Technician,Divorced,56750,5,Y,13,8,0,13,2,4,1,2,4,2,3,2,3
MICHAEL PEREGOY,41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1513,Male,1,Laboratory Technician,Single,23790,1,Y,12,8,0,22,6,22,0,4,4,2,3,3,3
WALTER VILLAVICENCIO,18,No,Travel_Rarely,Sales,7,3,Life Sciences,1,1514,Male,1,Research Scientist,Single,38120,1,Y,15,8,0,0,3,0,0,0,4,3,3,3,3
LEO0RDO HARRIS,28,No,Travel_Rarely,Research & Development,9,3,Medical,1,1515,Male,1,Sales Representative,Single,46480,0,Y,23,8,2,9,2,8,0,7,2,1,3,2,4
ROBERT LYNCH,31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1516,Male,1,Manufacturing Director,Married,29360,4,Y,12,8,1,10,2,8,7,7,2,4,2,3,3
DORETHA CROSS,39,No,Travel_Rarely,Sales,5,4,Marketing,1,1517,Female,2,Human Resources,Divorced,21050,0,Y,20,8,0,19,3,18,3,7,3,4,2,3,4
ANITA WOOD,36,No,Non-Travel,Research & Development,5,4,Life Sciences,1,1518,Male,1,Sales Executive,Married,85780,7,Y,21,8,0,0,4,9,0,8,2,2,3,3,4
SUSAN POFF,32,No,Travel_Rarely,Sales,2,3,Marketing,1,1519,Male,2,Laboratory Technician,Married,27060,1,Y,21,8,1,13,4,13,4,8,4,3,2,3,4
CARMELO DANGELO,38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1520,Female,3,Research Scientist,Married,63840,3,Y,19,8,2,19,4,10,0,1,1,2,3,2,3
JOE GAUCI,58,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1521,Male,2,Manufacturing Director,Divorced,39680,2,Y,13,8,2,12,3,5,1,2,4,3,3,2,3
EVELYN MENDOZA,31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,1,1522,Female,3,Research Scientist,Married,99070,0,Y,13,8,1,6,3,5,0,3,3,4,3,2,3
JOSEPH CORDES,31,No,Travel_Rarely,Sales,7,4,Marketing,1,1523,Male,2,Sales Executive,Married,132250,3,Y,21,8,1,9,2,2,1,0,1,1,3,3,4
REBECCA WAGNER,45,No,Travel_Frequently,Research & Development,3,1,Medical,1,1524,Female,1,Sales Executive,Divorced,35400,1,Y,13,8,0,24,6,24,9,11,1,1,3,3,3
EDWARD AMIT,31,No,Travel_Rarely,Sales,16,4,Marketing,1,1525,Female,2,Research Scientist,Divorced,28040,0,Y,19,8,2,3,0,2,2,2,3,4,1,3,3
